cod_mun,Município,UF,Area equipada total   ,area_arroz,Area equipada por irrigação por Municipio (Café),Area equipada por Municipio (cana de açucar, Irrigada e Fertirrigada),Area equipada por irrigação por Municipio (Outras culturas),Area potencial de ser colhida irrigada por municipio por cultura  (Arroz ),Area potencial de ser colhida irrigada por municipio por cultura  (Café),Area potencial de ser colhida irrigada por municipio por cultura (Cana),Area potencial de ser colhida irrigada por municipio por cultura (Outras Culturas),Area potencial de ser colhida irrigada por municipio por cultura ,Valor da produção total do município (1000 R$) do Arroz ,Valor da produção total do município (1000 R$) do Café ,Valor da produção total do município (1000 R$) da cana de açucar (Irrigada e Fertirrigada) ,Valor da produção total do município (1000 R$) de Outras Culturas ,Valor da produção total do município (1000 R$) ,Area Colhida por municipio (ha) de arroz ,Area Colhida por municipio (ha) Café ,Area Colhida por municipio (ha) cana de açucar (Irrigada e Fertirrigada),Area Colhida  por municipio (ha) Outras Culturas  ,Area Colhida total  (ha) por municipio ,taxa_arroz,Taxa regional media de produção de Café (1000R$/ha) ,Taxa regional media de produção de Cana (1000R$/ha) ,Taxa regional media de produção de Demais culturas (1000R$/ha) ,Taxa regional media de produção (1000R$/ha) ,Produção irrigada por Municipio por cultura (Arroz) (1000 R$),Produção irrigada por Municipio por cultura (Café) (1000 R$),Produção irrigada por Municipio por cultura (Cana) (1000 R$),Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$),Produção irrigada por Municipio (1000 R$)
3137536,Lagoa Grande,MG,7.761,0,102,0,7.659,0,102,0,"19147,5","19249,5",-,"R$ 7.461,00","R$ 83,00","R$ 82.095,00","R$ 89.639,00",-,140,11,9470,9621,0,"53,29285714","7,545454545","8,668954593","9,317014863","R$ 0,00","R$ 5.435,87","R$ 0,00","R$ 165.988,81","R$ 171.424,68",
3137601,Lagoa Santa,MG,35,0,0,0,35,0,0,0,"87,5","87,5",-,-,"R$ 47,00","R$ 3.398,00","R$ 3.445,00",-,-,5,62,67,0,0,"9,4","54,80645161","51,41791045","R$ 0,00","R$ 0,00","R$ 0,00","R$ 4.795,56","R$ 4.795,56",
3137700,Lajinha,MG,237,0,166,0,71,0,166,0,"177,5","343,5",-,"R$ 265.580,00","R$ 77,00","R$ 3.490,00","R$ 269.147,00",-,8485,13,788,9286,0,"31,29994107","5,923076923","4,42893401","28,98416972","R$ 0,00","R$ 5.195,79","R$ 0,00","R$ 786,14","R$ 5.981,93",
3137809,Lambari,MG,4,0,0,0,4,0,0,0,10,10,-,"R$ 167.351,00","R$ 18,00","R$ 5.472,00","R$ 172.841,00",-,4800,2,472,5274,0,"34,86479167",9,"11,59322034","32,77227911","R$ 0,00","R$ 0,00","R$ 0,00","R$ 115,93","R$ 115,93",
3137908,Lamim,MG,44,0,0,0,44,0,0,0,110,110,-,"R$ 656,00","R$ 1.064,00","R$ 1.018,00","R$ 2.738,00",-,18,140,240,398,0,"36,44444444","7,6","4,241666667","6,879396985","R$ 0,00","R$ 0,00","R$ 0,00","R$ 466,58","R$ 466,58",
3138005,Laranjal,MG,26,0,0,0,26,0,0,0,65,65,"R$ 21,00",-,-,"R$ 849,00","R$ 870,00",2,-,-,72,74,"10,5",0,0,"11,79166667","11,75675676","R$ 0,00","R$ 0,00","R$ 0,00","R$ 766,46","R$ 766,46",
3138104,Lassance,MG,3.163,0,441,0,2.722,0,441,0,6805,7246,-,"R$ 4.396,00","R$ 162,00","R$ 85.945,00","R$ 90.503,00",-,100,20,2056,2176,0,"43,96","8,1","41,8020428","41,59145221","R$ 0,00","R$ 19.386,36","R$ 0,00","R$ 284.462,90","R$ 303.849,26",
3138203,Lavras,MG,134,0,0,0,134,0,0,0,335,335,-,"R$ 161.279,00","R$ 756,00","R$ 57.743,00","R$ 219.778,00",-,5020,60,7459,12539,0,"32,12729084","12,6","7,741386245","17,52755403","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.593,36","R$ 2.593,36",
3138302,Leandro Ferreira,MG,26,0,0,0,26,0,0,0,65,65,-,-,"R$ 37,00","R$ 565,00","R$ 602,00",-,-,3,117,120,0,0,"12,33333333","4,829059829","5,016666667","R$ 0,00","R$ 0,00","R$ 0,00","R$ 313,89","R$ 313,89",
3138351,Leme do Prado,MG,173,0,67,0,106,0,67,0,265,332,-,"R$ 3.942,00","R$ 81,00","R$ 454,00","R$ 4.477,00",-,68,13,137,218,0,"57,97058824","6,230769231","3,313868613","20,53669725","R$ 0,00","R$ 3.884,03","R$ 0,00","R$ 878,18","R$ 4.762,20",
3138401,Leopoldina,MG,150,0,0,0,150,0,0,0,375,375,"R$ 19,00","R$ 2.199,00","R$ 352,00","R$ 7.612,00","R$ 10.182,00",2,73,38,262,375,"9,5","30,12328767","9,263157895","29,05343511","27,152","R$ 0,00","R$ 0,00","R$ 0,00","R$ 10.895,04","R$ 10.895,04",
3138500,Liberdade,MG,0,0,0,0,0,0,0,0,0,0,-,-,"R$ 96,00","R$ 1.136,00","R$ 1.232,00",-,-,9,221,230,0,0,"10,66666667","5,140271493","5,356521739","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3138609,Lima Duarte,MG,73,0,0,0,73,0,0,0,"182,5","182,5",-,-,"R$ 410,00","R$ 2.050,00","R$ 2.460,00",-,-,40,391,431,0,0,"10,25","5,242966752","5,707656613","R$ 0,00","R$ 0,00","R$ 0,00","R$ 956,84","R$ 956,84",
3138625,Limeira do Oeste,MG,14.647,0,0,14.645,2,0,0,14645,5,14650,-,-,"R$ 364.154,00","R$ 46.945,00","R$ 411.099,00",-,-,37000,4472,41472,0,0,"9,842","10,49754025","9,912688079","R$ 0,00","R$ 0,00","R$ 144.136,09","R$ 52,49","R$ 144.188,58",
3138658,Lontra,MG,25,0,0,0,25,0,0,0,"62,5","62,5","R$ 16,00",-,"R$ 156,00","R$ 523,00","R$ 695,00",6,-,26,204,236,"2,666666667",0,6,"2,56372549","2,944915254","R$ 0,00","R$ 0,00","R$ 0,00","R$ 160,23","R$ 160,23",
3138674,Luisburgo,MG,3,0,0,0,3,0,0,0,"7,5","7,5",-,"R$ 147.600,00","R$ 88,00","R$ 5.961,00","R$ 153.649,00",-,6150,11,984,7145,0,24,8,"6,057926829","21,50440868","R$ 0,00","R$ 0,00","R$ 0,00","R$ 45,43","R$ 45,43",
3138682,Luislândia,MG,162,0,0,0,162,0,0,0,405,405,-,-,"R$ 586,00","R$ 1.151,00","R$ 1.737,00",-,-,93,159,252,0,0,"6,301075269","7,238993711","6,892857143","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.931,79","R$ 2.931,79",
3138708,Luminárias,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 64.633,00","R$ 72,00","R$ 61.400,00","R$ 126.105,00",-,2175,8,9902,12085,0,"29,71632184",9,"6,200767522","10,43483657","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3138807,Luz,MG,3.196,0,0,1222,1.974,0,0,1222,4935,6157,-,"R$ 5.198,00","R$ 137.685,00","R$ 56.903,00","R$ 199.786,00",-,130,13400,9285,22815,0,"39,98461538","10,275","6,128486807","8,756782818","R$ 0,00","R$ 0,00","R$ 12.556,05","R$ 30.244,08","R$ 42.800,13",
3138906,Machacalis,MG,40,0,0,0,40,0,0,0,100,100,-,-,-,"R$ 319,00","R$ 319,00",-,-,-,35,35,0,0,0,"9,114285714","9,114285714","R$ 0,00","R$ 0,00","R$ 0,00","R$ 911,43","R$ 911,43",
3139003,Machado,MG,2.120,0,613,0,1507,0,613,0,"3767,5","4380,5",-,"R$ 459.390,00","R$ 3.348,00","R$ 105.133,00","R$ 567.871,00",-,15506,300,17335,33141,0,"29,62659616","11,16","6,064782232","17,13499894","R$ 0,00","R$ 18.161,10","R$ 0,00","R$ 22.849,07","R$ 41.010,17",
3139102,Madre de Deus de Minas,MG,46,0,0,0,46,0,0,0,115,115,-,-,-,"R$ 283.837,00","R$ 283.837,00",-,-,-,43702,43702,0,0,0,"6,494828612","6,494828612","R$ 0,00","R$ 0,00","R$ 0,00","R$ 746,91","R$ 746,91",
3139201,Malacacheta,MG,221,0,0,0,221,0,0,0,"552,5","552,5","R$ 21,00","R$ 28.913,00","R$ 430,00","R$ 4.149,00","R$ 33.513,00",3,1000,62,600,1665,7,"28,913","6,935483871","6,915","20,12792793","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3.820,54","R$ 3.820,54",
3139250,Mamonas,MG,47,0,0,0,47,0,0,0,"117,5","117,5",-,-,"R$ 126,00","R$ 1.051,00","R$ 1.177,00",-,-,21,635,656,0,0,6,"1,65511811","1,794207317","R$ 0,00","R$ 0,00","R$ 0,00","R$ 194,48","R$ 194,48",
3139300,Manga,MG,3.887,0,0,0,3.887,0,0,0,"9717,5","9717,5","R$ 12,00",-,"R$ 254,00","R$ 19.693,00","R$ 19.959,00",6,-,41,1060,1107,2,0,"6,195121951","18,57830189","18,0298103","R$ 0,00","R$ 0,00","R$ 0,00","R$ 180.534,65","R$ 180.534,65",
3139409,Manhuaçu,MG,85,0,0,0,85,0,0,0,"212,5","212,5",-,"R$ 678.000,00","R$ 39,00","R$ 22.468,00","R$ 700.507,00",-,22600,5,2769,25374,0,30,"7,8","8,114120621","27,60727516","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.724,25","R$ 1.724,25",
3139508,Manhumirim,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 165.360,00",-,"R$ 1.616,00","R$ 166.976,00",-,5300,-,352,5652,0,"31,2",0,"4,590909091","29,5428167","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3139607,Mantena,MG,869,0,158,0,711,0,158,0,"1777,5","1935,5","R$ 37,00","R$ 20.247,00","R$ 3.036,00","R$ 6.809,00","R$ 30.129,00",10,1100,230,553,1893,"3,7","18,40636364","13,2","12,31283906","15,91600634","R$ 0,00","R$ 2.908,21","R$ 0,00","R$ 21.886,07","R$ 24.794,28",
3139706,Maravilhas,MG,120,0,0,0,120,0,0,0,300,300,-,-,"R$ 225,00","R$ 37.668,00","R$ 37.893,00",-,-,25,761,786,0,0,9,"49,49802891","48,20992366","R$ 0,00","R$ 0,00","R$ 0,00","R$ 14.849,41","R$ 14.849,41",
3139805,Mar de Espanha,MG,44,0,0,0,44,0,0,0,110,110,-,"R$ 2.172,00","R$ 798,00","R$ 2.244,00","R$ 5.214,00",-,80,70,171,321,0,"27,15","11,4","13,12280702","16,24299065","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.443,51","R$ 1.443,51",
3139904,Maria da Fé,MG,396,0,0,0,396,0,0,0,990,990,-,"R$ 2.634,00","R$ 128,00","R$ 43.853,00","R$ 46.615,00",-,90,16,910,1016,0,"29,26666667",8,"48,19010989","45,88090551","R$ 0,00","R$ 0,00","R$ 0,00","R$ 47.708,21","R$ 47.708,21",
3140001,Mariana,MG,424,0,0,0,424,0,0,0,1060,1060,-,"R$ 620,00","R$ 342,00","R$ 1.549,00","R$ 2.511,00",-,20,45,297,362,0,31,"7,6","5,215488215","6,936464088","R$ 0,00","R$ 0,00","R$ 0,00","R$ 5.528,42","R$ 5.528,42",
3140100,Marilac,MG,894,0,0,0,894,0,0,0,2235,2235,-,-,-,"R$ 17.865,00","R$ 17.865,00",-,-,-,400,400,0,0,0,"44,6625","44,6625","R$ 0,00","R$ 0,00","R$ 0,00","R$ 99.820,69","R$ 99.820,69",
3140159,Mário Campos,MG,273,0,0,0,273,0,0,0,"682,5","682,5",-,-,-,"R$ 738,00","R$ 738,00",-,-,-,16,16,0,0,0,"46,125","46,125","R$ 0,00","R$ 0,00","R$ 0,00","R$ 31.480,31","R$ 31.480,31",
3140209,Maripá de Minas,MG,0,0,0,0,0,0,0,0,0,0,-,-,"R$ 108,00","R$ 278,00","R$ 386,00",-,-,13,40,53,0,0,"8,307692308","6,95","7,283018868","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3140308,Marliéria,MG,22,0,0,0,22,0,0,0,55,55,-,"R$ 64,00","R$ 51,00","R$ 497,00","R$ 612,00",-,2,7,55,64,0,32,"7,285714286","9,036363636","9,5625","R$ 0,00","R$ 0,00","R$ 0,00","R$ 497,00","R$ 497,00",
3140407,Marmelópolis,MG,0,0,0,0,0,0,0,0,0,0,-,-,-,"R$ 5.809,00","R$ 5.809,00",-,-,-,121,121,0,0,0,"48,00826446","48,00826446","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3140506,Martinho Campos,MG,3.388,0,0,0,3.388,0,0,0,8470,8470,-,-,-,"R$ 39.199,00","R$ 39.199,00",-,-,-,4924,4924,0,0,0,"7,960804224","7,960804224","R$ 0,00","R$ 0,00","R$ 0,00","R$ 67.428,01","R$ 67.428,01",
3140530,Martins Soares,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 70.800,00",-,"R$ 279,00","R$ 71.079,00",-,2950,-,85,3035,0,24,0,"3,282352941","23,41976936","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3140555,Mata Verde,MG,44,0,44,0,0,0,44,0,0,44,-,"R$ 16.760,00",-,"R$ 1.427,00","R$ 18.187,00",-,573,-,120,693,0,"29,2495637",0,"11,89166667","26,24386724","R$ 0,00","R$ 1.286,98","R$ 0,00","R$ 0,00","R$ 1.286,98",
3140605,Materlândia,MG,42,0,0,0,42,0,0,0,105,105,-,-,"R$ 342,00","R$ 429,00","R$ 771,00",-,-,45,152,197,0,0,"7,6","2,822368421","3,913705584","R$ 0,00","R$ 0,00","R$ 0,00","R$ 296,35","R$ 296,35",
3140704,Mateus Leme,MG,614,0,0,0,614,0,0,0,1535,1535,-,"R$ 526,00","R$ 410,00","R$ 11.097,00","R$ 12.033,00",-,22,54,403,479,0,"23,90909091","7,592592593","27,53598015","25,12108559","R$ 0,00","R$ 0,00","R$ 0,00","R$ 42.267,73","R$ 42.267,73",
3140803,Matias Barbosa,MG,0,0,0,0,0,0,0,0,0,0,-,-,"R$ 84,00","R$ 1.114,00","R$ 1.198,00",-,-,7,47,54,0,0,12,"23,70212766","22,18518519","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3140852,Matias Cardoso,MG,7.418,0,0,500,6.918,0,0,500,17295,17795,-,"R$ 1.598,00","R$ 11.988,00","R$ 180.581,00","R$ 194.167,00",-,52,740,4310,5102,0,"30,73076923","16,2","41,89814385","38,05703646","R$ 0,00","R$ 0,00","R$ 8.100,00","R$ 724.628,40","R$ 732.728,40",
3140902,Matipó,MG,13,0,0,0,13,0,0,0,"32,5","32,5",-,"R$ 102.960,00","R$ 200,00","R$ 6.252,00","R$ 109.412,00",-,4290,30,1688,6008,0,24,"6,666666667","3,703791469","18,21105193","R$ 0,00","R$ 0,00","R$ 0,00","R$ 120,37","R$ 120,37",
3141009,Mato Verde,MG,114,0,0,0,114,0,0,0,285,285,"R$ 8,00",-,"R$ 36,00","R$ 1.162,00","R$ 1.206,00",5,-,6,928,939,"1,6",0,6,"1,252155172","1,284345048","R$ 0,00","R$ 0,00","R$ 0,00","R$ 356,86","R$ 356,86",
3141108,Matozinhos,MG,253,0,0,0,253,0,0,0,"632,5","632,5",-,-,-,"R$ 3.870,00","R$ 3.870,00",-,-,-,685,685,0,0,0,"5,649635036","5,649635036","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3.573,39","R$ 3.573,39",
3141207,Matutina,MG,288,0,0,0,288,0,0,0,720,720,-,"R$ 6.820,00","R$ 132,00","R$ 2.794,00","R$ 9.746,00",-,247,16,93,356,0,"27,61133603","8,25","30,04301075","27,37640449","R$ 0,00","R$ 0,00","R$ 0,00","R$ 21.630,97","R$ 21.630,97",
3141306,Medeiros,MG,237,0,0,0,237,0,0,0,"592,5","592,5",-,"R$ 112.624,00","R$ 5.620,00","R$ 120.861,00","R$ 239.105,00",-,3280,570,14431,18281,0,"34,33658537","9,859649123","8,375095281","13,07942673","R$ 0,00","R$ 0,00","R$ 0,00","R$ 4.962,24","R$ 4.962,24",
3141405,Medina,MG,660,0,0,0,660,0,0,0,1650,1650,-,"R$ 124,00","R$ 353,00","R$ 1.754,00","R$ 2.231,00",-,2,58,403,463,0,62,"6,086206897","4,35235732","4,818574514","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7.181,39","R$ 7.181,39",
3141504,Mendes Pimentel,MG,113,0,0,0,113,0,0,0,"282,5","282,5","R$ 20,00",-,"R$ 312,00","R$ 1.363,00","R$ 1.695,00",3,-,26,99,128,"6,666666667",0,12,"13,76767677","13,2421875","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3.889,37","R$ 3.889,37",
3141603,Mercês,MG,20,0,0,0,20,0,0,0,50,50,-,"R$ 367,00","R$ 257,00","R$ 2.035,00","R$ 2.659,00",-,20,30,235,285,0,"18,35","8,566666667","8,659574468","9,329824561","R$ 0,00","R$ 0,00","R$ 0,00","R$ 432,98","R$ 432,98",
3141702,Mesquita,MG,52,0,0,0,52,0,0,0,130,130,-,-,"R$ 211,00","R$ 1.798,00","R$ 2.009,00",-,-,33,401,434,0,0,"6,393939394","4,483790524","4,629032258","R$ 0,00","R$ 0,00","R$ 0,00","R$ 582,89","R$ 582,89",
3141801,Minas Novas,MG,1.218,0,202,0,1.016,0,202,0,2540,2742,"R$ 10,00","R$ 14.488,00","R$ 3.216,00","R$ 6.935,00","R$ 24.649,00",4,440,536,2160,3140,"2,5","32,92727273",6,"3,210648148","7,85","R$ 0,00","R$ 6.651,31","R$ 0,00","R$ 8.155,05","R$ 14.806,36",
3141900,Minduri,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 60,00","R$ 150,00","R$ 63.820,00","R$ 64.030,00",-,2,19,9743,9764,0,30,"7,894736842","6,550343837","6,557763212","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3142007,Mirabela,MG,135,0,0,0,135,0,0,0,"337,5","337,5",-,-,"R$ 480,00","R$ 942,00","R$ 1.422,00",-,-,80,187,267,0,0,6,"5,037433155","5,325842697","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.700,13","R$ 1.700,13",
3142106,Miradouro,MG,30,0,0,0,30,0,0,0,75,75,-,"R$ 56.736,00","R$ 261,00","R$ 5.114,00","R$ 62.111,00",-,2765,29,503,3297,0,"20,51934901",9,"10,16699801","18,83864119","R$ 0,00","R$ 0,00","R$ 0,00","R$ 762,52","R$ 762,52",
3142205,Miraí,MG,30,0,0,0,30,0,0,0,75,75,-,"R$ 8.157,00","R$ 143,00","R$ 1.175,00","R$ 9.475,00",-,320,13,140,473,0,"25,490625",11,"8,392857143","20,03171247","R$ 0,00","R$ 0,00","R$ 0,00","R$ 629,46","R$ 629,46",
3142254,Miravânia,MG,46,0,0,0,46,0,0,0,115,115,"R$ 4,00",-,"R$ 300,00","R$ 869,00","R$ 1.173,00",2,-,50,215,267,2,0,6,"4,041860465","4,393258427","R$ 0,00","R$ 0,00","R$ 0,00","R$ 464,81","R$ 464,81",
3142304,Moeda,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 61,00","R$ 60,00","R$ 2.876,00","R$ 2.997,00",-,2,5,163,170,0,"30,5",12,"17,64417178","17,62941176","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3142403,Moema,MG,290,0,0,210,80,0,0,210,200,410,-,-,"R$ 15.229,00","R$ 1.985,00","R$ 17.214,00",-,-,1470,333,1803,0,0,"10,35986395","5,960960961","9,547420965","R$ 0,00","R$ 0,00","R$ 2.175,57","R$ 1.192,19","R$ 3.367,76",
3142502,Monjolos,MG,336,0,0,0,336,0,0,0,840,840,-,-,-,"R$ 1.473,00","R$ 1.473,00",-,-,-,97,97,0,0,0,"15,18556701","15,18556701","R$ 0,00","R$ 0,00","R$ 0,00","R$ 12.755,88","R$ 12.755,88",
3142601,Monsenhor Paulo,MG,39,0,0,0,39,0,0,0,"97,5","97,5",-,"R$ 122.703,00","R$ 263,00","R$ 28.701,00","R$ 151.667,00",-,3690,33,2651,6374,0,"33,25284553","7,96969697","10,82648057","23,79463445","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.055,58","R$ 1.055,58",
3142700,Montalvânia,MG,1.380,0,0,0,1.380,0,0,0,3450,3450,"R$ 8,00",-,"R$ 210,00","R$ 21.127,00","R$ 21.345,00",5,-,25,1475,1505,"1,6",0,"8,4","14,32338983","14,18272425","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49.415,69","R$ 49.415,69",
3142809,Monte Alegre de Minas,MG,12.649,0,41,4.942,7.666,0,41,4942,19165,24148,-,"R$ 6.731,00","R$ 97.236,00","R$ 436.331,00","R$ 540.298,00",-,132,8350,56775,65257,0,"50,99242424","11,64502994","7,685266402","8,279540892","R$ 0,00","R$ 2.090,69","R$ 57.549,74","R$ 147.288,13","R$ 206.928,56",
3142908,Monte Azul,MG,376,0,0,0,376,0,0,0,940,940,-,"R$ 108,00","R$ 35,00","R$ 2.771,00","R$ 2.914,00",-,3,5,1595,1603,0,36,7,"1,737304075","1,817841547","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.633,07","R$ 1.633,07",
3143005,Monte Belo,MG,2.294,0,0,2.277,17,0,0,2277,"42,5","2319,5","R$ 35,00","R$ 168.415,00","R$ 42.600,00","R$ 15.239,00","R$ 226.289,00",6,5200,4000,2308,11514,"5,833333333","32,3875","10,65","6,602686308","19,6533785","R$ 0,00","R$ 0,00","R$ 24.250,05","R$ 280,61","R$ 24.530,66",
3143104,Monte Carmelo,MG,19.221,0,16.711,0,2.510,0,16711,0,6275,22986,-,"R$ 531.167,00","R$ 125,00","R$ 248.308,00","R$ 779.600,00",-,16200,16,34789,51005,0,"32,78808642","7,8125","7,137543476","15,284776","R$ 0,00","R$ 547.921,71","R$ 0,00","R$ 44.788,09","R$ 592.709,80",
3143153,Monte Formoso,MG,39,0,0,0,39,0,0,0,"97,5","97,5",-,"R$ 377,00","R$ 150,00","R$ 797,00","R$ 1.324,00",-,25,25,204,254,0,"15,08",6,"3,906862745","5,212598425","R$ 0,00","R$ 0,00","R$ 0,00","R$ 380,92","R$ 380,92",
3143203,Monte Santo de Minas,MG,723,0,0,0,723,0,0,0,"1807,5","1807,5",-,"R$ 344.560,00","R$ 26.582,00","R$ 51.135,00","R$ 422.277,00",-,10650,2400,2454,15504,0,"32,35305164","11,07583333","20,83740831","27,23664861","R$ 0,00","R$ 0,00","R$ 0,00","R$ 37.663,62","R$ 37.663,62",
3143302,Montes Claros,MG,2.159,0,0,0,2.159,0,0,0,"5397,5","5397,5",-,-,"R$ 1.422,00","R$ 54.153,00","R$ 55.575,00",-,-,174,1985,2159,0,0,"8,172413793","27,28110831","25,74108384","R$ 0,00","R$ 0,00","R$ 0,00","R$ 147.249,78","R$ 147.249,78",
3143401,Monte Sião,MG,195,0,0,0,195,0,0,0,"487,5","487,5",-,"R$ 70.983,00","R$ 200,00","R$ 10.198,00","R$ 81.381,00",-,2100,25,1146,3271,0,"33,80142857",8,"8,89877836","24,87954754","R$ 0,00","R$ 0,00","R$ 0,00","R$ 4.338,15","R$ 4.338,15",
3143450,Montezuma,MG,140,0,0,0,140,0,0,0,350,350,"R$ 48,00","R$ 752,00","R$ 1.474,00","R$ 3.372,00","R$ 5.646,00",50,40,194,963,1247,"0,96","18,8","7,597938144","3,501557632","4,527666399","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.225,55","R$ 1.225,55",
3143500,Morada Nova de Minas,MG,3.975,0,0,0,3.975,0,0,0,"9937,5","9937,5",-,-,"R$ 86,00","R$ 105.058,00","R$ 105.144,00",-,-,10,13641,13651,0,0,"8,6","7,701634778","7,702292872","R$ 0,00","R$ 0,00","R$ 0,00","R$ 76.535,00","R$ 76.535,00",
3143609,Morro da Garça,MG,254,0,0,0,254,0,0,0,635,635,-,-,"R$ 429,00","R$ 7.051,00","R$ 7.480,00",-,-,58,1016,1074,0,0,"7,396551724","6,93996063","6,96461825","R$ 0,00","R$ 0,00","R$ 0,00","R$ 4.406,88","R$ 4.406,88",
3143708,Morro do Pilar,MG,0,0,0,0,0,0,0,0,0,0,-,-,-,"R$ 1.306,00","R$ 1.306,00",-,-,-,184,184,0,0,0,"7,097826087","7,097826087","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3143807,Munhoz,MG,855,0,0,0,855,0,0,0,"2137,5","2137,5",-,"R$ 389,00","R$ 44,00","R$ 43.868,00","R$ 44.301,00",-,14,6,1532,1552,0,"27,78571429","7,333333333","28,63446475","28,54445876","R$ 0,00","R$ 0,00","R$ 0,00","R$ 61.206,17","R$ 61.206,17",
3143906,Muriaé,MG,396,0,0,0,396,0,0,0,990,990,"R$ 30,00","R$ 19.392,00","R$ 630,00","R$ 9.404,00","R$ 29.456,00",5,900,75,1059,2039,6,"21,54666667","8,4","8,880075543","14,4462972","R$ 0,00","R$ 0,00","R$ 0,00","R$ 8.791,27","R$ 8.791,27",
3144003,Mutum,MG,1.820,0,195,0,1.625,0,195,0,"4062,5","4257,5","R$ 234,00","R$ 177.992,00","R$ 185,00","R$ 9.852,00","R$ 188.263,00",40,7335,25,1168,8568,"5,85","24,26612134","7,4","8,434931507","21,97280579","R$ 0,00","R$ 4.731,89","R$ 0,00","R$ 34.266,91","R$ 38.998,80",
3144102,Muzambinho,MG,15,0,0,0,15,0,0,0,"37,5","37,5",-,"R$ 228.456,00","R$ 77,00","R$ 15.769,00","R$ 244.302,00",-,8400,11,2207,10618,0,"27,19714286",7,"7,144993203","23,00828781","R$ 0,00","R$ 0,00","R$ 0,00","R$ 267,94","R$ 267,94",
3144201,Nacip Raydan,MG,55,0,0,0,55,0,0,0,"137,5","137,5",-,-,"R$ 14,00","R$ 537,00","R$ 551,00",-,-,2,135,137,0,0,7,"3,977777778","4,02189781","R$ 0,00","R$ 0,00","R$ 0,00","R$ 546,94","R$ 546,94",
3144300,Nanuque,MG,1.494,0,0,1.399,96,0,0,1399,240,1639,-,-,"R$ 13.981,00","R$ 1.313,00","R$ 15.294,00",-,-,2050,106,2156,0,0,"6,82","12,38679245","7,093692022","R$ 0,00","R$ 0,00","R$ 9.541,18","R$ 2.972,83","R$ 12.514,01",
3144359,Naque,MG,89,0,0,0,89,0,0,0,"222,5","222,5",-,-,"R$ 23,00","R$ 267,00","R$ 290,00",-,-,3,28,31,0,0,"7,666666667","9,535714286","9,35483871","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.121,70","R$ 2.121,70",
3144375,Natalândia,MG,613,0,0,0,613,0,0,0,"1532,5","1532,5",-,-,"R$ 36,00","R$ 15.972,00","R$ 16.008,00",-,-,4,2633,2637,0,0,9,"6,066084314","6,070534699","R$ 0,00","R$ 0,00","R$ 0,00","R$ 9.296,27","R$ 9.296,27",
3144409,Natércia,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 101.329,00",-,"R$ 2.415,00","R$ 103.744,00",-,2520,-,240,2760,0,"40,20992063",0,"10,0625","37,5884058","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3144508,Nazareno,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 71.148,00","R$ 185,00","R$ 32.086,00","R$ 103.419,00",-,2120,16,5205,7341,0,"33,56037736","11,5625","6,164457253","14,08786269","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3144607,Nepomuceno,MG,34,0,0,0,34,0,0,0,85,85,-,"R$ 284.724,00","R$ 188,00","R$ 27.633,00","R$ 312.545,00",-,10420,18,4117,14555,0,"27,32476008","10,44444444","6,71192616","21,47337685","R$ 0,00","R$ 0,00","R$ 0,00","R$ 570,51","R$ 570,51",
