fid,COBACIA,cod_setor,tipo_setor,cod_mun,mun_nm,uf,situacao_setor,disp_q95,dem_ret_ano,dem_acm,bal_perc,disp/dem,,,,dmu_nu_popurbana,ihu_nu_popriscoinerente,ihu_nu_popriscoposdeficit,ihu_nu_popriscototal,ihu_cs_ish,area_setor,area_otto,area_scbc,deman_indus,densidade,pop_urb_scbc,pop_urb_bacia,perc_scbc,ihu_rel,ire_cs_hum,
Chave primária única da poção do setor cencitário,Código da respectiva ottobacia (BHO 2017) onde está a porção do setor censitário.,Código IBGE da porção do setor cencitário,Tipo de setor censitário (rural,Código do município,Nome do município,Unidade da Federação,"Situação do setor, se é urbana (1, 2 e 3) ou rural (demais valores)",disp_q95,dem_ret20,dem_acm,bal_perc,Inverso do balaço Hídrico (adm),Fator iminente,Fator pós deificit,Fator de Risco ,VAB - Municipio ,VAB (mil R$) Risco inerente, Valor de população (nº habitantes) em risco pós-déficit., Valor de população (nº habitantes) em risco total.,Classe (1-5) do Índice de Segurança Hídrica do município associado à sua população urbana (depende da projeção da população urbana de 2035),Área total do setor censitário (km²) ,Área total da ottobacia (km²) ,Área do setor censitário interno à ottobacia (km²),Demanda industrial por BHO (m³/s) (tabela balanços  2020),Densidade da demanda industrial na BHO (m³/s . km²) (tabela balanços 2020),Demanda industrial estimada da porção do setor cencitário interno à ottobacia (m³/s) ,Demanda industrial estimada para a ottobacia (m³/s) ,Percentual da demanda industrial na porção do setor cencitário que está na ottobacia em relação à demanda industrial total da ottobacia,Classe (1-5) do Índice de Segurança Hídrica associado à população urbana da porção do setor censitário interno a cada ottobacia.,Classe (1-5) do Índice de Segurança Hídrica da ottobacia associado à sua população urbana.,
9606,77763123,320280114000011,Rural,3202801,Itapemirim,Espírito Santo,8,"0,031","0,001","0,001","2,114","47,29597123","0,000","0,000","0,000",4.062.152,605,0,605,"3,00","18,45511979","6,690772764","6,135",0,0,0,0,0,"0,000","0,000",#N/A
9607,7776314,320280114000011,Rural,3202801,Itapemirim,Espírito Santo,8,"0,056","0,003","0,003","5,326","18,77574429","0,001","0,000","0,001",4.062.152,3.841,0,3.841,"3,00","18,45511979","12,22721104","5,563",0,0,0,0,0,"0,000","0,000",#N/A
9608,7776316,320280114000011,Rural,3202801,Itapemirim,Espírito Santo,8,"0,039","0,002","0,002","3,828","26,12165353","0,000","0,000","0,000",4.062.152,1.984,0,1.984,"3,00","18,45511979","8,554576781","0,004",0,0,0,0,0,"0,000","0,000",#N/A
9609,777615,320280114000011,Rural,3202801,Itapemirim,Espírito Santo,8,"26,631","0,129","3,038","11,408","8,765484356","0,004","0,000","0,004",4.062.152,17.623,0,17.623,"3,00","18,45511979","1,280452605","0,095","0,002858","0,002232023262","0,0002120422099","0,002859221798","0,0741925157","0,223","3,001",Médio
9610,7776315,320280114000011,Rural,3202801,Itapemirim,Espírito Santo,8,"23,376","0,001","2,434","10,411","9,605563925","0,004","0,000","0,004",4.062.152,14.675,0,14.675,"3,00","18,45511979","7,201594511","0,037",0,0,0,0,0,"0,000","0,000",#N/A
9611,7775847,320280114000011,Rural,3202801,Itapemirim,Espírito Santo,8,"0,037","0,005","0,005","12,495","8,002958234","0,005","0,000","0,005",4.062.152,21.141,0,21.141,"3,00","18,45511979","8,092371659","0,001",0,0,0,0,0,"0,000","0,000",#N/A
9612,77763122,320280114000011,Rural,3202801,Itapemirim,Espírito Santo,8,"0,030","0,004","0,004","13,988","7,148757583","0,007","0,000","0,007",4.062.152,26.496,0,26.496,"3,00","18,45511979","6,507013812","0,871",0,0,0,0,0,"0,000","0,000",#N/A
9613,7776313,320280114000011,Rural,3202801,Itapemirim,Espírito Santo,8,"23,444","0,000","2,437","10,394","9,620658515","0,004","0,000","0,004",4.062.152,14.629,0,14.629,"3,00","18,45511979","2,656715156","0,93",0,0,0,0,0,"0,000","0,000",#N/A
9614,7775846,320280114000012,Rural,3202801,Itapemirim,Espírito Santo,8,"0,026","0,001","0,001","3,167","31,57825883","0,000","0,000","0,000",4.062.152,1.358,0,1.358,"3,00","28,59150749","5,613520926","5,613",0,0,0,0,0,"0,000","0,000",#N/A
9615,777612,320280114000012,Rural,3202801,Itapemirim,Espírito Santo,8,"0,042","0,003","0,003","6,068","16,48025734","0,001","0,000","0,001",4.062.152,4.985,0,4.985,"3,00","28,59150749","6,568446183","0,502",0,0,0,0,0,"0,000","0,000",#N/A
9616,777617,320280114000012,Rural,3202801,Itapemirim,Espírito Santo,8,"26,588","0,000","2,886","10,855","9,212338678","0,004","0,000","0,004",4.062.152,15.955,0,15.955,"3,00","28,59150749","1,82809274","0,671",0,0,0,0,0,"0,000","0,000",#N/A
9617,7776311,320280114000012,Rural,3202801,Itapemirim,Espírito Santo,8,"23,541","0,000","2,442","10,375","9,638746753","0,004","0,000","0,004",4.062.152,14.575,0,14.575,"3,00","28,59150749","7,604308257","0,622",0,0,0,0,0,"0,000","0,000",#N/A
9618,7775843,320280114000012,Rural,3202801,Itapemirim,Espírito Santo,8,"0,158","0,000","0,009","5,777","17,30966683","0,001","0,000","0,001",4.062.152,4.519,0,4.519,"3,00","28,59150749","2,417559942","0,278",0,0,0,0,0,"0,000","0,000",#N/A
9619,77763123,320280114000012,Rural,3202801,Itapemirim,Espírito Santo,8,"0,031","0,001","0,001","2,114","47,29597123","0,000","0,000","0,000",4.062.152,605,0,605,"3,00","28,59150749","6,690772764","0,531",0,0,0,0,0,"0,000","0,000",#N/A
9620,7776314,320280114000012,Rural,3202801,Itapemirim,Espírito Santo,8,"0,056","0,003","0,003","5,326","18,77574429","0,001","0,000","0,001",4.062.152,3.841,0,3.841,"3,00","28,59150749","12,22721104","0,002",0,0,0,0,0,"0,000","0,000",#N/A
9621,7775845,320280114000012,Rural,3202801,Itapemirim,Espírito Santo,8,"0,087","0,001","0,006","6,925","14,44071796","0,002","0,000","0,002",4.062.152,6.493,0,6.493,"3,00","28,59150749","5,33640505","2,97",0,0,0,0,0,"0,000","0,000",#N/A
9622,777615,320280114000012,Rural,3202801,Itapemirim,Espírito Santo,8,"26,631","0,129","3,038","11,408","8,765484356","0,004","0,000","0,004",4.062.152,17.623,0,17.623,"3,00","28,59150749","1,280452605","0,357","0,002858","0,002232023262","0,0007968323045","0,002859221798","0,2788076643","0,836","3,001",Médio
9623,777613,320280114000012,Rural,3202801,Itapemirim,Espírito Santo,8,"26,685","0,001","3,046","11,414","8,761307618","0,004","0,000","0,004",4.062.152,17.640,0,17.640,"3,00","28,59150749","4,674948451","2,532",0,0,0,0,0,"0,000","0,000",#N/A
9624,7775842,320280114000012,Rural,3202801,Itapemirim,Espírito Santo,8,"0,105","0,006","0,006","5,343","18,71705368","0,001","0,000","0,001",4.062.152,3.865,0,3.865,"3,00","28,59150749","16,57803124","2,795",0,0,0,0,0,"0,000","0,000",#N/A
9625,7775847,320280114000012,Rural,3202801,Itapemirim,Espírito Santo,8,"0,037","0,005","0,005","12,495","8,002958234","0,005","0,000","0,005",4.062.152,21.141,0,21.141,"3,00","28,59150749","8,092371659","7,413",0,0,0,0,0,"0,000","0,000",#N/A
9626,77763122,320280114000012,Rural,3202801,Itapemirim,Espírito Santo,8,"0,030","0,004","0,004","13,988","7,148757583","0,007","0,000","0,007",4.062.152,26.496,0,26.496,"3,00","28,59150749","6,507013812","4,306",0,0,0,0,0,"0,000","0,000",#N/A
9627,777624,320280115000001,Urbana,3202801,Itapemirim,Espírito Santo,2,"0,246","0,006","0,006","2,467","40,53883307","0,000","0,000","0,000",4.062.152,824,0,824,"3,00","1,905283731","53,74457926","0,296","0,000232","0,000004316714415","0,000001277747467","0,0002320061329","0,005507532184","0,017","3,000",Médio
9628,7776251,320280115000001,Urbana,3202801,Itapemirim,Espírito Santo,2,"2,330","0,030","0,372","15,969","6,26227855","0,008","0,000","0,008",4.062.152,34.528,0,34.528,"3,00","1,905283731","140,2087787","1,61","0,001355","0,000009664159495","0,00001555929679","0,001354973146","0,01148287586","0,034","3,000",Médio
9629,7776251,320280115000002,Urbana,3202801,Itapemirim,Espírito Santo,2,"2,330","0,030","0,372","15,969","6,26227855","0,008","0,000","0,008",4.062.152,34.528,0,34.528,"3,00","1,448062668","140,2087787","1,422","0,001355","0,000009664159495","0,0000137424348","0,001354973146","0,0101420183","0,030","3,000",Médio
9630,777632,320280115000002,Urbana,3202801,Itapemirim,Espírito Santo,2,"0,172","0,003","0,003","1,610","62,09345136","0,000","0,000","0,000",4.062.152,351,0,351,"3,00","1,448062668","37,45668262","0,026",0,0,0,0,0,"0,000","0,000",#N/A
9631,777623,320280115000003,Rural,3202801,Itapemirim,Espírito Santo,8,"2,715","0,003","0,381","14,044","7,120520986","0,007","0,000","0,007",4.062.152,26.706,0,26.706,"3,00","49,1654915","30,35862709","1,284","0,000286","0,000009420715869","0,00001209619918","0,0002860035131","0,04229440271","0,127","3,000",Médio
9632,7776317,320280115000003,Rural,3202801,Itapemirim,Espírito Santo,8,"23,303","0,002","2,431","10,434","9,584020441","0,004","0,000","0,004",4.062.152,14.741,0,14.741,"3,00","49,1654915","26,28728101","0,149",0,0,0,0,0,"0,000","0,000",#N/A
9633,777634,320280115000003,Rural,3202801,Itapemirim,Espírito Santo,8,"0,173","0,003","0,003","1,845","54,19061374","0,000","0,000","0,000",4.062.152,461,0,461,"3,00","49,1654915","37,75728228","0,066",0,0,0,0,0,"0,000","0,000",#N/A
9634,7776251,320280115000003,Rural,3202801,Itapemirim,Espírito Santo,8,"2,330","0,030","0,372","15,969","6,26227855","0,008","0,000","0,008",4.062.152,34.528,0,34.528,"3,00","49,1654915","140,2087787","1,845","0,001355","0,000009664159495","0,00001783037427","0,001354973146","0,0131589478","0,039","3,000",Médio
9635,7776351,320280115000003,Rural,3202801,Itapemirim,Espírito Santo,8,"22,470","0,009","2,394","10,656","9,384116447","0,004","0,000","0,004",4.062.152,15.376,0,15.376,"3,00","49,1654915","50,11241659","4,166","0,003579","0,00007141942543","0,0002975333264","0,003579041667","0,08313308923","0,249","3,000",Médio
9636,777633,320280115000003,Rural,3202801,Itapemirim,Espírito Santo,8,"23,011","0,029","2,426","10,544","9,484206081","0,004","0,000","0,004",4.062.152,15.053,0,15.053,"3,00","49,1654915","80,44973692","24,769",0,0,0,0,0,"0,000","0,000",#N/A
9637,777632,320280115000003,Rural,3202801,Itapemirim,Espírito Santo,8,"0,172","0,003","0,003","1,610","62,09345136","0,000","0,000","0,000",4.062.152,351,0,351,"3,00","49,1654915","37,45668262","16,887",0,0,0,0,0,"0,000","0,000",#N/A
9638,7776317,320280115000004,Rural,3202801,Itapemirim,Espírito Santo,6,"23,303","0,002","2,431","10,434","9,584020441","0,004","0,000","0,004",4.062.152,14.741,0,14.741,"3,00","0,9521671194","26,28728101","0,952",0,0,0,0,0,"0,000","0,000",#N/A
9639,777623,320280115000005,Rural,3202801,Itapemirim,Espírito Santo,8,"2,715","0,003","0,381","14,044","7,120520986","0,007","0,000","0,007",4.062.152,26.706,0,26.706,"3,00","25,14720864","30,35862709","11,122","0,000286","0,000009420715869","0,0001047772019","0,0002860035131","0,3663538528","1,099","3,000",Médio
9640,7776317,320280115000005,Rural,3202801,Itapemirim,Espírito Santo,8,"23,303","0,002","2,431","10,434","9,584020441","0,004","0,000","0,004",4.062.152,14.741,0,14.741,"3,00","25,14720864","26,28728101","10,132",0,0,0,0,0,"0,000","0,000",#N/A
9641,7776221,320280115000005,Rural,3202801,Itapemirim,Espírito Santo,8,"0,185","0,000","0,042","22,838","4,378733061","0,017","0,000","0,017",4.062.152,70.622,0,70.622,"3,00","25,14720864","1,263428353","0,008",0,0,0,0,0,"0,000","0,000",#N/A
9642,777624,320280115000005,Rural,3202801,Itapemirim,Espírito Santo,8,"0,246","0,006","0,006","2,467","40,53883307","0,000","0,000","0,000",4.062.152,824,0,824,"3,00","25,14720864","53,74457926","0,146","0,000232","0,000004316714415","0,0000006302403045","0,0002320061329","0,002716553037","0,008","3,000",Médio
9643,7776251,320280115000005,Rural,3202801,Itapemirim,Espírito Santo,8,"2,330","0,030","0,372","15,969","6,26227855","0,008","0,000","0,008",4.062.152,34.528,0,34.528,"3,00","25,14720864","140,2087787","0,115","0,001355","0,000009664159495","0,000001111378342","0,001354973146","0,0008202054184","0,002","3,000",Médio
9644,7776315,320280115000005,Rural,3202801,Itapemirim,Espírito Santo,8,"23,376","0,001","2,434","10,411","9,605563925","0,004","0,000","0,004",4.062.152,14.675,0,14.675,"3,00","25,14720864","7,201594511","3,036",0,0,0,0,0,"0,000","0,000",#N/A
9645,7776215,320280115000005,Rural,3202801,Itapemirim,Espírito Santo,8,"2,942","0,003","0,427","14,500","6,896611795","0,007","0,000","0,007",4.062.152,28.468,0,28.468,"3,00","25,14720864","9,162003763","0,413",0,0,0,0,0,"0,000","0,000",#N/A
9646,777632,320280115000005,Rural,3202801,Itapemirim,Espírito Santo,8,"0,172","0,003","0,003","1,610","62,09345136","0,000","0,000","0,000",4.062.152,351,0,351,"3,00","25,14720864","37,45668262","0,175",0,0,0,0,0,"0,000","0,000",#N/A
9647,7776251,320280115000006,Rural,3202801,Itapemirim,Espírito Santo,8,"2,330","0,030","0,372","15,969","6,26227855","0,008","0,000","0,008",4.062.152,34.528,0,34.528,"3,00","26,61827409","140,2087787","2,896","0,001355","0,000009664159495","0,0000279874059","0,001354973146","0,0206549121","0,062","3,000",Médio
9648,7776351,320280115000006,Rural,3202801,Itapemirim,Espírito Santo,8,"22,470","0,009","2,394","10,656","9,384116447","0,004","0,000","0,004",4.062.152,15.376,0,15.376,"3,00","26,61827409","50,11241659","3,692","0,003579","0,00007141942543","0,0002636805187","0,003579041667","0,0736743556","0,221","3,000",Médio
9649,777633,320280115000006,Rural,3202801,Itapemirim,Espírito Santo,8,"23,011","0,029","2,426","10,544","9,484206081","0,004","0,000","0,004",4.062.152,15.053,0,15.053,"3,00","26,61827409","80,44973692","9,605",0,0,0,0,0,"0,000","0,000",#N/A
9650,777632,320280115000006,Rural,3202801,Itapemirim,Espírito Santo,8,"0,172","0,003","0,003","1,610","62,09345136","0,000","0,000","0,000",4.062.152,351,0,351,"3,00","26,61827409","37,45668262","10,426",0,0,0,0,0,"0,000","0,000",#N/A
9651,7776351,320280115000007,Rural,3202801,Itapemirim,Espírito Santo,8,"22,470","0,009","2,394","10,656","9,384116447","0,004","0,000","0,004",4.062.152,15.376,0,15.376,"3,00","6,612164011","50,11241659","2,556","0,003579","0,00007141942543","0,0001825480514","0,003579041667","0,05100532311","0,153","3,000",Médio
9652,777633,320280115000007,Rural,3202801,Itapemirim,Espírito Santo,8,"23,011","0,029","2,426","10,544","9,484206081","0,004","0,000","0,004",4.062.152,15.053,0,15.053,"3,00","6,612164011","80,44973692","4,056",0,0,0,0,0,"0,000","0,000",#N/A
9653,7776251,320280115000008,Urbana,3202801,Itapemirim,Espírito Santo,1,"2,330","0,030","0,372","15,969","6,26227855","0,008","0,000","0,008",4.062.152,34.528,0,34.528,"3,00","0,7041126795","140,2087787","0,704","0,001355","0,000009664159495","0,000006803568285","0,001354973146","0,005021083605","0,015","3,000",Médio
9654,7776251,320280115000010,Rural,3202801,Itapemirim,Espírito Santo,8,"2,330","0,030","0,372","15,969","6,26227855","0,008","0,000","0,008",4.062.152,34.528,0,34.528,"3,00","34,7476897","140,2087787","24,804","0,001355","0,000009664159495","0,0002397098121","0,001354973146","0,1769076104","0,531","3,000",Médio
9655,777632,320280115000010,Rural,3202801,Itapemirim,Espírito Santo,8,"0,172","0,003","0,003","1,610","62,09345136","0,000","0,000","0,000",4.062.152,351,0,351,"3,00","34,7476897","37,45668262","9,943",0,0,0,0,0,"0,000","0,000",#N/A
9656,77617251,320290005000001,Urbana,3202900,Itarana,Espírito Santo,1,"0,291","0,028","0,186","63,789","1,567661606","0,136","0,000","0,136",60.745,8.239,0,8.239,"2,00","0,197125751","16,11712839","0,191","0,000139","0,000008624365125","0,000001647253739","0,0001389988927","0,01185074632","0,024","2,000",Baixo
9657,77617243,320290005000001,Urbana,3202900,Itarana,Espírito Santo,1,"0,054","0,005","0,023","42,915","2,330175795","0,061","0,000","0,061",60.745,3.729,0,3.729,"3,00","0,197125751","8,52058501","0,006","0,00000908","0,000001065654528","0,00000000639392717","0,000009079376581","0,0007041770011","0,002","3,000",Médio
9658,77617251,320290005000002,Urbana,3202900,Itarana,Espírito Santo,1,"0,291","0,028","0,186","63,789","1,567661606","0,136","0,000","0,136",60.745,8.239,0,8.239,"2,00","0,1127366378","16,11712839","0,113","0,000139","0,000008624365125","0,0000009745532591","0,0001389988927","0,007011174526","0,014","2,000",Baixo
9659,77617251,320290005000003,Urbana,3202900,Itarana,Espírito Santo,1,"0,291","0,028","0,186","63,789","1,567661606","0,136","0,000","0,136",60.745,8.239,0,8.239,"2,00","0,3449574025","16,11712839","0,33","0,000139","0,000008624365125","0,000002846040491","0,0001389988927","0,02047511145","0,041","2,000",Baixo
9660,77617243,320290005000003,Urbana,3202900,Itarana,Espírito Santo,1,"0,054","0,005","0,023","42,915","2,330175795","0,061","0,000","0,061",60.745,3.729,0,3.729,"3,00","0,3449574025","8,52058501","0,015","0,00000908","0,000001065654528","0,00000001598481793","0,000009079376581","0,001760442503","0,005","3,000",Médio
9661,77617251,320290005000004,Urbana,3202900,Itarana,Espírito Santo,1,"0,291","0,028","0,186","63,789","1,567661606","0,136","0,000","0,136",60.745,8.239,0,8.239,"2,00","0,5012657602","16,11712839","0,501","0,000139","0,000008624365125","0,000004320806928","0,0001389988927","0,03108494192","0,062","2,000",Baixo
9662,77617261,320290005000005,Rural,3202900,Itarana,Espírito Santo,8,"0,082","0,016","0,078","95,815","1,043680037","0,306","0,000","0,306",60.745,18.589,0,18.589,"1,00","17,35270678","15,74129385","8,692",0,0,0,0,0,"0,000","0,000",#N/A
9663,77616944,320290005000005,Rural,3202900,Itarana,Espírito Santo,8,"0,025","0,013","0,013","50,205","1,991841051","0,084","0,000","0,084",60.745,5.104,0,5.104,"3,00","17,35270678","5,885435868","0,332",0,0,0,0,0,"0,000","0,000",#N/A
9664,77616951,320290005000005,Rural,3202900,Itarana,Espírito Santo,8,"0,335","0,045","0,116","34,460","2,90194853","0,040","0,000","0,040",60.745,2.404,0,2.404,"3,00","17,35270678","17,70272629","0,125","0,000168","0,000009490063691","0,000001186257961","0,0001679836174","0,007061059294","0,021","3,000",Médio
9665,77616945,320290005000005,Rural,3202900,Itarana,Espírito Santo,8,"0,037","0,038","0,038","102,264","0,9778618043","0,326","0,022","0,348",60.745,19.800,1.345,21.145,"1,00","17,35270678","8,738621924","0,111",0,0,0,0,0,"0,000","0,000",#N/A
9666,77617263,320290005000005,Rural,3202900,Itarana,Espírito Santo,8,"0,039","0,001","0,039","99,114","1,008937129","0,327","0,000","0,327",60.745,19.891,0,19.891,"1,00","17,35270678","1,075021349","0,02",0,0,0,0,0,"0,000","0,000",#N/A
9667,77616941,320290005000005,Rural,3202900,Itarana,Espírito Santo,8,"0,114","0,008","0,068","59,895","1,669582597","0,120","0,000","0,120",60.745,7.264,0,7.264,"2,00","17,35270678","4,72368877","0,006","0,000127","0,00002688576792","0,0000001613146075","0,0001270083677","0,00127019376","0,003","2,000",Baixo
9668,77617262,320290005000005,Rural,3202900,Itarana,Espírito Santo,8,"0,026","0,024","0,024","90,817","1,101110847","0,275","0,000","0,275",60.745,16.700,0,16.700,"2,00","17,35270678","24,05474729","8,067",0,0,0,0,0,"0,000","0,000",#N/A
9669,77617264,320290005000007,Rural,3202900,Itarana,Espírito Santo,8,"0,007","0,008","0,008","110,398","0,9058131759","0,302","0,094","0,396",60.745,18.341,5.721,24.063,"1,00","17,44675829","6,829227704","0,044",0,0,0,0,0,"0,000","0,000",#N/A
9670,77617266,320290005000007,Rural,3202900,Itarana,Espírito Santo,8,"0,009","0,013","0,013","146,656","0,6818670022","0,227","0,318","0,545",60.745,13.807,19.325,33.132,"1,00","17,44675829","8,397746634","7,409",0,0,0,0,0,"0,000","0,000",#N/A
9671,7772763,320290005000007,Rural,3202900,Itarana,Espírito Santo,8,"0,136","0,011","0,011","8,033","12,4479966","0,002","0,000","0,002",60.745,131,0,131,"3,00","17,44675829","35,80176198","0,025",0,0,0,0,0,"0,000","0,000",#N/A
9672,77617284,320290005000007,Rural,3202900,Itarana,Espírito Santo,8,"0,008","0,011","0,011","142,779","0,7003816471","0,233","0,300","0,533",60.745,14.182,18.200,32.382,"1,00","17,44675829","7,369196581","1,684",0,0,0,0,0,"0,000","0,000",#N/A
9673,77617267,320290005000007,Rural,3202900,Itarana,Espírito Santo,8,"0,018","0,022","0,022","120,875","0,8272990959","0,276","0,173","0,448",60.745,16.751,10.491,27.242,"1,00","17,44675829","16,89080616","8,285",0,0,0,0,0,"0,000","0,000",#N/A
9674,77617245,320290005000008,Rural,3202900,Itarana,Espírito Santo,8,"0,037","0,002","0,014","37,917","2,637359302","0,048","0,000","0,048",60.745,2.911,0,2.911,"3,00","12,47398492","5,47186053","2,327","0,0000284","0,000005190190767","0,00001207757391","0,00002839553369","0,4252666871","1,276","3,000",Médio
9675,77618365,320290005000008,Rural,3202900,Itarana,Espírito Santo,8,"0,029","0,027","0,027","93,266","1,072204014","0,290","0,000","0,290",60.745,17.613,0,17.613,"2,00","12,47398492","29,75617276","0,005",0,0,0,0,0,"0,000","0,000",#N/A
9676,77617246,320290005000008,Rural,3202900,Itarana,Espírito Santo,8,"0,007","0,001","0,001","13,520","7,396311221","0,006","0,000","0,006",60.745,370,0,370,"3,00","12,47398492","6,540612808","1,625",0,0,0,0,0,"0,000","0,000",#N/A
9677,77617247,320290005000008,Rural,3202900,Itarana,Espírito Santo,8,"0,024","0,000","0,011","45,914","2,17798383","0,070","0,000","0,070",60.745,4.269,0,4.269,"3,00","12,47398492","0,4938025439","0,494",0,0,0,0,0,"0,000","0,000",#N/A
9678,77617244,320290005000008,Rural,3202900,Itarana,Espírito Santo,8,"0,008","0,004","0,004","54,548","1,83325513","0,099","0,000","0,099",60.745,6.025,0,6.025,"3,00","12,47398492","6,968412719","1,109","0,0000814","0,00001168128285","0,00001295454268","0,0000814068602","0,159146716","0,477","3,000",Médio
9679,77617249,320290005000008,Rural,3202900,Itarana,Espírito Santo,8,"0,013","0,005","0,005","41,200","2,427190011","0,057","0,000","0,057",60.745,3.437,0,3.437,"3,00","12,47398492","12,00931619","0,427",0,0,0,0,0,"0,000","0,000",#N/A
9680,77617248,320290005000008,Rural,3202900,Itarana,Espírito Santo,8,"0,011","0,006","0,006","52,979","1,887551643","0,094","0,000","0,094",60.745,5.683,0,5.683,"3,00","12,47398492","10,09044669","6,487",0,0,0,0,0,"0,000","0,000",#N/A
9681,77617292,320290005000010,Rural,3202900,Itarana,Espírito Santo,8,"0,031","0,010","0,010","32,030","3,122060692","0,034","0,000","0,034",60.745,2.077,0,2.077,"3,00","25,20284587","28,35294267","1,853",0,0,0,0,0,"0,000","0,000",#N/A
9682,77617281,320290005000010,Rural,3202900,Itarana,Espírito Santo,8,"0,055","0,006","0,046","83,236","1,201399462","0,231","0,000","0,231",60.745,14.029,0,14.029,"2,00","25,20284587","5,556265737","4,184",0,0,0,0,0,"0,000","0,000",#N/A
